{5BBE9CB3-6332-4EB0-9CD3-8737CEA4A65A},42000,21/12/1995 00:00,NE4 9DN,S,N,F,8,,MATFEN PLACE,FENHAM,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A
{9406EA13-A5AF-4A15-B512-5AC10D89646B},130000,05/06/1996 00:00,SW5 9JZ,F,N,L,50,BASEMENT FLAT 1,EARDLEY CRESCENT,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A6D70B2E-02C4-484E-85A9-F458127474D4},108000,29/05/1996 00:00,SW3 3JW,F,N,L,SLOANE AVENUE MANSIONS,FLAT H7,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1ED62E0A-DAF1-429D-9D38-171EE9399F4F},328000,20/12/1996 00:00,W11 4UL,F,N,L,"FITZCLARENCE HOUSE, 175 - 177",FLAT 18,HOLLAND PARK AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3CE64A07-EBFB-474E-9B12-171FEDC40336},160000,05/06/1996 00:00,SW5 0BQ,F,N,L,15,FLAT 4,CRESSWELL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3AF57B84-A5E5-4A4E-9E92-4C73C20CFC53},170000,16/09/1996 00:00,W11 4JT,T,N,F,2,,LADBROKE MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8ED7B880-D0E3-4C44-B436-D8F87297D555},595000,15/03/1996 00:00,SW7 3PY,F,N,L,40,FLAT 1,ONSLOW GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F9AB2EF8-CBC9-42F8-9BFD-256D47E6242F},87000,29/02/1996 00:00,W8 7AY,F,N,L,6,FLAT 2,CAMPDEN HILL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{64A7FA5E-A98A-4FD3-BEC0-2570865DBEBB},235000,20/11/1996 00:00,SW7 5EH,F,N,L,01-Feb,FLAT 10,QUEENS GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1477FEB8-2346-47F5-974E-D580C398101D},165000,04/09/1996 00:00,W8 7QL,F,N,L,DUCHESS OF BEDFORD HOUSE,FLAT 12,DUCHESS OF BEDFORDS WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{78A26FB9-6964-496D-A3AB-ED515C46C0F4},205000,01/03/1996 00:00,SW10 9RQ,F,N,L,DRAYTON COURT,FLAT 9,DRAYTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{AAB9DF1A-DEB2-454D-BFDA-4C7E0B6C06F3},87500,29/10/1996 00:00,SW3 3BA,F,N,L,NELL GWYNN HOUSE,FLAT 322,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C32ADE0C-8ABB-4465-A64A-F461FA8FA273},272000,31/05/1996 00:00,W8 5BQ,F,N,L,"ROXBURGHE MANSIONS, 32",5,KENSINGTON COURT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{74318685-D95E-4EBC-8C15-4C7F0CF67BDC},335000,19/06/1996 00:00,SW5 0BL,F,N,L,3,SECOND FLOOR FLAT 4,GLEDHOW GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F85B7D85-725F-4FB0-BAD4-500D16CDF76B},79000,30/09/1996 00:00,SW1W 8DD,F,N,L,"BRISTOL HOUSE, 67",FLAT 7,LOWER SLOANE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DB0241D1-45EC-4100-BD5C-1AC0E15F9521},425000,04/03/1996 00:00,W8 7PB,T,N,F,93,,PEEL STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{75DCEDC3-C04D-491F-AD24-ED573FAA22A3},115000,10/07/1996 00:00,SW1X 9SN,F,N,L,50,FLAT 6,SLOANE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A2EEA4B0-4DF8-442B-9B23-172E002EA3B3},320000,15/07/1996 00:00,SW1W 8AT,F,N,L,COURT LODGE,FLAT 5,SLOANE SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C81E9DAE-5F15-4BCA-A44F-CE6E6804EB0F},309260,11/11/1996 00:00,W11 4UL,F,N,L,"FITZCLARENCE HOUSE, 175 - 177",FLAT 1,HOLLAND PARK AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FFAAA4CE-2AB0-476A-8C13-573752C4D4E1},420000,01/03/1996 00:00,W11 4SB,T,N,F,15,,QUEENSDALE ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E2820221-42FA-4174-A2DD-FB7149020EE6},435000,18/10/1996 00:00,W8 5JB,F,N,L,78,,LEXHAM GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{0FAD1CDD-C160-4A2E-8F8D-D2010BA80F99},67500,22/03/1996 00:00,W8 4AD,F,N,L,WINCHESTER COURT,FLAT 43,VICARAGE GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{0B590277-263D-4070-AB61-CE71E02E741B},160000,16/12/1996 00:00,SW3 6BU,F,N,L,120,FLAT 8,BEAUFORT STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B200A700-770F-4804-9C04-53BA4DE2DC28},265000,31/10/1996 00:00,SW7 5LE,F,N,L,134,FLAT 6,QUEENS GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DB467BF6-591E-447D-8F06-50158EC8C0DD},180000,20/05/1996 00:00,W14 8NU,F,N,L,ABBOTS HOUSE,FLAT 16,ST MARY ABBOTS TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B04DF6C0-D423-46BD-95F0-5AD5C4172BD1},300000,31/12/1996 00:00,SW10 9LL,F,N,L,31,SECOND FLOOR FLAT,THE LITTLE BOLTONS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{10E2EEDF-BA14-4E25-8C64-D58E951DC374},159000,22/03/1996 00:00,SW5 0RP,T,N,F,19,,KENWAY ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{92826E06-A57A-4562-9DBE-4C89F4EADC77},195000,26/11/1996 00:00,SW1X 0HB,F,N,L,15,FLAT 1,HERBERT CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E003A528-023F-4784-B4AE-17353B6241BE},337500,24/01/1996 00:00,SW7 5PL,F,N,L,51,FLAT 3,QUEENS GATE TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F26E0B19-1CF8-40FE-A903-21EB18D49C86},375000,25/11/1996 00:00,SW3 5JJ,T,N,F,38,,UPPER CHEYNE ROW,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1C0AEE56-06C9-436B-A252-D204AF16B783},502000,30/07/1996 00:00,SW3 5LS,F,N,L,CARLYLE MANSIONS,FLAT 7,CHEYNE WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{EEEBE12B-7C11-4B66-8E0F-1E5C2120136E},485000,12/12/1996 00:00,W11 3HB,F,N,L,5,FLAT 6,KENSINGTON PARK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7BFDF02C-E7FC-4B1C-B0B8-D20754153CDC},265000,17/07/1996 00:00,W11 3SL,F,N,L,69,FLAT 5A,HOLLAND PARK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E1CF6883-E52B-4D3E-B92F-21F09AF78960},200000,26/07/1996 00:00,W11 4QA,D,N,F,3 CARSON TERRACE,,PRINCES PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8E08F4D8-5373-4A65-9D42-F472524F07DD},250000,27/03/1996 00:00,W11 3LX,F,N,L,8,FLAT 3,LADBROKE SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FB382FA6-2BF2-4DD4-AD91-1AD28752F10B},196000,11/01/1996 00:00,SW7 3PL,F,N,L,34,FLAT 2,ROLAND GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{EE349B93-89D4-417E-A105-4C91BB1CD039},446000,04/12/1996 00:00,W8 7SH,T,N,F,22,,JAMESON STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F5863737-7E6E-48A8-9B57-FB7CFE59DB41},395000,28/05/1996 00:00,SW3 2DB,F,N,L,20,FLAT 2,EGERTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DDB25C9B-401A-4AFA-9B74-1E63CF00B75E},182000,15/01/1996 00:00,W11 4SL,F,N,L,8,FLAT 4,ROYAL CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4ABE74C8-958C-4FEB-AB8D-CE7CDEA23216},122000,02/05/1996 00:00,SW10 9DT,F,N,L,20,FLAT 2,REDCLIFFE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4EEEB740-0D9E-48C8-9561-5AE01BA3A5AB},1425000,05/07/1996 00:00,SW3 1LR,T,N,F,34,,OVINGTON SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D3A1F3AA-3BEE-45F1-8754-D59A083A5B86},195000,29/03/1996 00:00,SW1X 0LL,F,N,L,24 - 26,FLAT 9,HANS CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E4D9D84C-E82C-42A7-BF13-F0EBB856059D},177500,26/07/1996 00:00,SW7 5LY,F,N,L,11,FLAT 9,QUEENS GATE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E7F49326-898B-4852-9697-D59ABADFDD94},800000,29/11/1996 00:00,W8 4LX,S,N,F,41,,HOLLAND STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9F0F5CE2-3829-40B3-A83F-1741EEE1C157},217000,28/08/1996 00:00,SW10 0LL,F,N,L,KINGS HOUSE,FLAT 4,KINGS ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{39EC1230-25C9-4BBC-BAFC-174226314923},74500,15/11/1996 00:00,W10 6AA,F,N,L,116,,DALGARNO GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DE1B2E6A-7661-4A3F-B36D-CE81BFAA1A67},515000,21/06/1996 00:00,W14 8NX,T,N,F,26,,ST MARY ABBOTS TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{63B97756-DF89-44A1-88DE-F7FB0154851C},435000,01/07/1996 00:00,W8 6BS,F,N,L,ABINGDON COURT,FLAT 15,ABINGDON VILLAS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8149313B-75BC-4EEC-8BEC-F7FB0F9F776A},167000,21/06/1996 00:00,W2 4HD,F,N,L,9,FLAT 4,LINDEN GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BEE246C1-9A0A-4582-B4A8-258FB4E735E6},114000,03/07/1996 00:00,SW10 9JJ,F,N,L,75,FLAT 2,REDCLIFFE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8B33F7D3-CC53-4B70-A844-502A0A0AE3D5},158175,21/03/1996 00:00,W8 4AD,F,N,L,WINCHESTER COURT,FLAT 22,VICARAGE GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5DD86E64-755A-48AB-896B-53CE58A1D55F},88000,12/07/1996 00:00,W8 5DP,F,N,L,24A,,KENSINGTON COURT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BD08682C-4519-4BBD-9566-2594696834C3},110000,29/08/1996 00:00,SW10 0UJ,F,N,L,44D,,GUNTER GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2EB131D8-A240-48AE-8A32-CE8899979AD0},235000,07/11/1996 00:00,SW3 5PN,F,N,L,3,,CHELSEA TOWERS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4AA70F10-9C49-472A-A993-5AEB4DF2E52F},278000,01/05/1996 00:00,W10 6JL,F,N,L,38,,BASSETT ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7070DB96-C213-424A-9B59-F80162A54D6D},585000,28/08/1996 00:00,SW3 2RD,F,N,L,87,FLAT 10,CADOGAN GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{42664EAF-CCD5-4ABF-9B94-5752959852A3},303000,29/11/1996 00:00,SW3 2SE,F,N,L,11,FLAT 2,DRAYCOTT PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{35039618-834E-4E3B-9FF4-53D2615976F6},366500,29/11/1996 00:00,SW3 5TS,F,N,L,60,,CHEYNE COURT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{75916562-87E2-459D-863E-FB8B298063B9},355000,24/10/1996 00:00,SW7 5DS,F,N,L,39,FLAT 8,HYDE PARK GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4CDA3B14-8B4D-4FF0-B57B-FB8BC729CA45},760000,22/05/1996 00:00,W14 8PL,T,N,F,45,,WARWICK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{01F96A2D-CE92-4974-8CD6-F485B6E30356},310000,11/06/1996 00:00,W8 4JH,F,N,L,BULLINGHAM MANSIONS,FLAT 9,PITT STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{36781253-8913-45CF-AD1C-174EA8C267FD},440000,24/09/1996 00:00,W8 5QW,F,N,L,COTTESMORE COURT,59,STANFORD ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A38C2D0F-7FF9-45D2-A77D-D21E409C7B01},135000,02/01/1996 00:00,SW7 5RP,F,N,L,25,FLAT 2,QUEENS GATE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{261A23C9-D237-4DD0-81BF-ED7987A9CD57},124950,19/07/1996 00:00,W10 5UN,F,N,L,60D,,OXFORD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A38D5E6C-4FD5-4E17-A121-F807D2363140},68000,05/09/1996 00:00,W10 6NF,F,N,L,107,FLAT 3,OXFORD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{331A5963-D9BD-4249-AE77-F48729DC4EF0},76000,15/07/1996 00:00,SW3 6QT,F,N,L,POND HOUSE,FLAT 92,POND PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7D0BC9B6-7812-4AB5-95DF-1E76B4F444D3},199500,14/05/1996 00:00,W11 2LW,F,N,L,39,FLAT 2,ARUNDEL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3771F236-E8A8-42B3-9A18-5034F94EF715},183000,12/09/1996 00:00,W10 6AF,T,N,F,43,,BRACEWELL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{AD9A55C8-7BCF-429F-9012-259DBDCA7B28},57000,05/06/1996 00:00,SW3 3DR,F,N,L,CHELSEA CLOISTERS,165,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F9D7BFD2-17F6-4D7F-9DDC-D5AC1D54DC0C},475000,24/05/1996 00:00,SW10 0HH,T,N,F,14,,LIMERSTON STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{167060D3-7338-4F3B-AF13-CB1BA21E7EB4},373000,22/07/1996 00:00,W14 8PL,S,N,F,41A,,WARWICK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{30BF5A8C-21F9-4BAE-A9DC-50388956EBAD},108500,26/04/1996 00:00,SW5 0QF,F,N,L,21,FLAT 8,COLLINGHAM PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C9A1BEFB-7723-4355-BE6B-503939054D22},140000,23/12/1996 00:00,SW10 9QW,F,N,L,"CHELSEA COURT, 95",FLAT 19,ELM PARK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{AAF51AC2-0360-45EA-BBBD-1AF1D049841F},74500,27/03/1996 00:00,W8 4EQ,F,N,L,"BROADWALK COURT, 79",FLAT 93,PALACE GARDENS TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DA763061-A7C4-4E2A-8933-53E501AAAD5F},445000,04/10/1996 00:00,W11 2PA,F,N,L,36,FIRST AND SECOND FLOOR MAISONETTE,LADBROKE GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3093817C-8194-4267-8E86-5AFDE9A6F998},130000,08/01/1996 00:00,SW7 5PH,F,N,L,38,FLAT 6,QUEENS GATE TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A37B008B-5C4A-468A-B7EE-5AFE05B3ECA9},5150000,30/09/1996 00:00,W14 8AA,T,N,L,23,,ILCHESTER PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{962FF351-6C63-4834-B98B-53E6FDBEDAB1},450000,31/01/1996 00:00,W8 5UU,F,N,L,STONE HALL,FLAT 32,STONE HALL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3445F1F2-9D0A-4835-90F4-ED897731D449},97500,06/12/1996 00:00,SW5 0TQ,F,N,L,153,FLAT 4,CROMWELL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D40E30A2-C5A2-4393-965B-F4971FDD817E},106985,18/10/1996 00:00,SW3 3NR,T,N,F,45,,MARKHAM STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7F572D67-DF5D-49BD-B2A3-F818E98A88E5},252500,02/12/1996 00:00,SW3 6PD,T,N,F,9,,STEWARTS GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{0DAD0AC2-5AAA-4FA0-AD9C-F49A46D074C5},595000,24/07/1996 00:00,W8 6XB,T,N,F,66,,ABINGDON VILLAS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8B932361-B014-4852-9A47-FBA169A28961},169000,09/02/1996 00:00,W11 3SL,F,N,L,71,FLAT 2,HOLLAND PARK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8414F38B-6E30-4F38-9714-ED8F6DE081ED},335000,13/09/1996 00:00,SW7 5JN,F,N,L,48,FLAT 5,QUEENS GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5B1993E3-15AF-4DC4-84C9-ED90466E5A2B},120000,27/09/1996 00:00,SW5 9QS,F,N,L,58,LOWER GROUND FLOOR FLAT,WEST CROMWELL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{261857B3-29D4-40DB-B6EC-F10FC8719A43},365000,30/09/1996 00:00,SW10 0NL,S,N,F,16B,,EDITH GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{062E9EFA-0884-4655-B719-D233718A893A},325000,04/11/1996 00:00,SW5 9TQ,F,N,L,KENSINGTON MANSIONS,FLAT 32,TREBOVIR ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3A98F97D-6765-49FD-BFB1-F49F21530F94},436500,27/09/1996 00:00,SW7 5RF,F,N,L,54 - 56,FLAT 9,STANHOPE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{022332F1-EC57-409C-97AB-576C6F7C6744},236000,26/07/1996 00:00,SW7 3PH,F,N,L,14,FLAT 5,ROLAND GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6332D0A9-83AF-45D1-97DA-D93D6D611613},293500,05/12/1996 00:00,SW7 3DA,F,N,L,14,GROUND FLOOR FLAT,CRANLEY GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9E618013-0F4A-46FB-B657-5049DF46745E},128000,16/08/1996 00:00,W14 8BB,F,N,L,56,,HOLLAND ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1E9570A5-FACE-462F-8B18-5049FA37BFF7},135000,18/01/1996 00:00,SW5 9LZ,F,N,L,8,FLAT 5,TEMPLETON PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FE66642C-8BF0-4602-9A88-F116AFAB118C},175000,13/05/1996 00:00,SW3 5HN,F,N,L,"PIER HOUSE, 31",FLAT 71,CHEYNE WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{958AF75C-14F1-4263-9DE4-D239C7970935},820000,24/05/1996 00:00,SW3 1RY,F,N,L,HANS COURT,FLAT 22,HANS ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6CBDE89E-ED29-4171-BDEB-53F6C37063E5},330000,29/05/1996 00:00,W14 8DS,T,N,L,66,,WOODSFORD SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E46BB1D0-1CEB-43ED-8524-4CC01F708436},270000,07/10/1996 00:00,SW7 5QY,F,N,L,44 - 45,FLAT 8,STANHOPE GARDENS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8AD5D0AC-52FB-4522-AEDF-F11A48B802F5},410000,31/03/1996 00:00,W11 2AE,T,N,F,8,,LEDBURY MEWS WEST,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{53EC7294-52A4-4F53-800C-1E8C63D7CCF0},117500,31/01/1996 00:00,SW10 9HY,F,N,L,14A,,HOLLYWOOD ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2EE36741-8AE0-4D92-BFE3-8395546E999B},101000,30/07/1996 00:00,W14 8HB,F,N,L,26,FLAT 3,ELSHAM ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9399E180-8853-4519-BF9F-91D5E19160B6},160000,31/05/1996 00:00,SW7 4HP,T,N,F,14,,MCLEODS MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2F456D52-FCED-4C0A-BB26-5055325D8778},105000,23/07/1996 00:00,SW7 3HT,F,N,L,EGERTON COURT,FLAT 10,OLD BROMPTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A51DBC80-84E1-4100-AE24-53FEC6234EFF},555000,15/04/1996 00:00,W8 5UP,F,Y,L,TAMARIND COURT,FLAT 2,STONE HALL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{AD44811D-0387-46BF-928E-F4AA4F67B7BC},159000,09/08/1996 00:00,SW10 9JG,F,N,L,33,FLAT 4,CATHCART ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D8794041-7071-4AC4-9B12-CB379FB5BDB9},530000,24/05/1996 00:00,W8 5UU,F,Y,L,STONE HALL,FLAT 1,STONE HALL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A2775C3E-4C69-4EB6-BAE4-D949277F2F24},510000,22/02/1996 00:00,SW7 5JN,F,N,L,48,FLAT 7,QUEENS GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{619CA02F-53C4-49BE-B444-839CF1C08424},105000,04/04/1996 00:00,W11 1PJ,F,N,L,39,GROUND AND FIRST FLOOR FLAT,CORNWALL CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{39AA8044-9850-478A-AF27-8AAB42D708B8},154000,25/10/1996 00:00,SW5 0AZ,F,N,L,23,FLAT A,GLEDHOW GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{865782DB-A32B-4A78-8406-8721EACB3660},169500,22/11/1996 00:00,SW10 9JX,F,N,L,13,FLAT 1,REDCLIFFE SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C9E3D258-5D1F-484E-A594-577F8423A101},600000,09/09/1996 00:00,SW3 5DE,T,N,F,5,,JUSTICE WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F2C5DA8B-0355-4644-A57E-D94E84881A4F},325000,11/04/1996 00:00,W11 2LB,F,N,L,38,FLAT 7,ARUNDEL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7A62CD67-067D-4B5F-BD14-4CD1B2D7ECE2},1320000,08/03/1996 00:00,SW3 6ED,T,N,F,9,,QUEENS ELM SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7F491323-88B4-4887-AB2C-FBBAB7733360},261000,12/09/1996 00:00,W11 4NN,T,N,F,26,,HIPPODROME MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{47615002-8F40-4511-874C-D950D1F8DA99},137610,21/05/1996 00:00,W14 8QB,F,N,L,"DURRELS HOUSE, 28 - 46",FLAT 17,WARWICK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{DF3FBEEA-9584-497D-81A7-5061D00D893A},259998,16/09/1996 00:00,SW7 5QN,F,N,L,63,,QUEENS GATE MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7852F740-30A3-43C6-BD5F-5B1FC155B277},85657,05/12/1996 00:00,W11 2PJ,F,N,L,WATERFORD HOUSE 100-110,FLAT 7,KENSINGTON PARK ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{848105F6-BE34-4792-9FB9-F83588F96C38},377500,29/11/1996 00:00,SW3 2SB,F,N,L,6,GROUND AND LOWER GROUND FLOOR FLAT,DRAYCOTT PLACE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{70493CC3-A25D-4D8A-B711-8E4F85D61395},225000,09/12/1996 00:00,W2 4HD,F,N,L,15E,,LINDEN GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5A441185-D4C1-44B5-8485-CB41EAE3F9D0},300000,28/06/1996 00:00,W11 4JG,F,N,L,101A,,CLARENDON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
